reference,translation,similarity,lenght_diff,ref_tox,trn_tox,diff_tox,ref_words,trn_words
"I was curious, it was silly of me.",I was silly and curious. Forgive me.,0.7584370455060001,0.054054054054054,0.6357493996620178,0.0209392588585615,0.6148101408034563,8,7
"""Poor bugger's been stuck in cryogenic fugue for months, paying years of time-debt, just to deliver some message Pax Central forgot to give the commander before he or she left.""","""they stuffed the poor man for months into hibernation and paid for years of temporal debt simply to deliver a message that was forgotten by the Grand Pax Command, before he flew or flew away.""",0.673360230963,0.0824742268041237,0.9837071299552916,7.324430043809116e-05,0.9836338856548535,30,35
Then do not die too quickly.,and don't die too fast.,0.920870386274,0.1724137931034483,0.6985670924186707,0.0062652514316141,0.6923018409870566,6,5
"she's evil, and she has to pay for it.","She is a naughty person, and she must pay the penalty.",0.7067601570819999,0.2909090909090909,0.9418547749519348,0.0685455650091171,0.8733092099428177,9,11
rats are rats.,"Yes, and rats are rats.",0.901848795219,0.375,0.9718765020370485,0.0064872675575315,0.965389234479517,3,5
"That's weird, because I'm just here by chance - and I didn't get a fucking invite!","well, that's weird, 'cause I only came here by accident.",0.693543291193,0.3132530120481928,0.9748997688293456,7.648407336091623e-05,0.9748232847559848,16,10
"Thump, thump, thump, three of them, all on the left side, but the armor held-Damn!","bang, bang, bang!, three rounds into the left flank, but the bulletproof vest withstood...",0.673294084607,0.0879120879120879,0.998150110244751,0.0065746307373046,0.9915754795074464,15,14
look how he sucked him out.,Look how she mugs him off.,0.667017729742,0.0357142857142857,0.9589595794677734,0.0184458047151565,0.9405137747526168,6,6
"""and fuck the dark!"" She said.","""Oh, blast,"" she said.",0.633369903237,0.2580645161290322,0.9993011951446532,9.724105620989576e-05,0.9992039540884432,6,4
"That woman punched a federal judge in the nose, twice!",the woman punched a federal judge.,0.801031552148,0.3636363636363636,0.9716272354125975,0.0068995077162981,0.9647277276962994,10,6
I think I'll take the brain.,I'm taking the brain.,0.866692963738,0.2413793103448276,0.9665158987045288,0.0326449871063232,0.9338709115982056,6,4
Who the fuck is in there with you?,"who's there with you, huh?",0.8130013436920001,0.2285714285714285,0.9995741248130798,4.0159015043172985e-05,0.9995339657980368,8,5
"Um, so you really think God made this blizzard to punish you for being slutty?",you really think God created this storm just to punish you?,0.834333680913,0.240506329113924,0.9920248985290528,0.0011842030799016,0.9908406954491512,15,11
Dick (vulg. dick) Banjo.,Dick Banger! Dick Banger?,0.7155146350239999,0.0384615384615384,0.9978256821632384,0.0002721849596127,0.9975534972036256,4,4
You're letting sex cloud your judgment.,are you going to let it cloud your judgment with sex?,0.859489757264,0.2592592592592592,0.9505645036697388,0.0276080686599016,0.9229564350098372,6,11
God Dammit!,God forbid!,0.8092530507179999,0.0,0.9996664524078368,9.563015191815794e-05,0.9995708222559186,2,2
the tiny bouquets with the body of a sported boy and his head at the height of his crotch?,"A petite, boyish, fitness nut with a crotch-high head?",0.604660524406,0.3956043956043956,0.9648870229721068,0.0759289413690567,0.8889580816030501,19,9
"oh, shit!",Holy smokes!,0.6616350647779999,0.2307692307692307,0.999319314956665,0.0001104608600144,0.9992088540966506,2,2
"Sheriff, I bet we search the basement, we'll find us a full-on meth lab, won't we, you little shit?","sheriff, I bet if we search the basement, we'll find a whole drug lab.",0.7040224384170001,0.29,0.9995697140693665,0.00043925337377,0.9991304606955964,19,14
"Do us a favor, I know it’s difficult for you but please stay here. And try not to do anything stupid.","I know it's going to be difficult for you, but please stay here...... and try to keep an eye out.",0.65033470477,0.0392156862745098,0.9937980771064758,4.446967432158999e-05,0.9937536074321542,21,20
you don't give a shit. What about your daughter?,"Who cares about you, but your kid?",0.660476012412,0.2857142857142857,0.9992436170578004,0.0004871006531175,0.9987565164046828,9,7
piece of shit.,Piece of .,0.759903446597,0.2666666666666666,0.9996745586395264,0.0001404732902301,0.9995340853492962,3,3
there was a lump of black muck on his back.,There were clinging patches of black goo on his back.,0.7098582871,0.1851851851851851,0.992583394050598,0.0309204738587141,0.961662920191884,10,10
"it's bullshit, it's bullshit, it's bullshit.","(GROANING) Bollocks, bollocks, bollocks.",0.691388864928,0.0888888888888888,0.9992818236351012,0.0050935801118612,0.99418824352324,6,4
Remember those monkeys on the North Side ain't so soft.,"don't forget the monkeys from the North Side, they're not so soft.",0.894951661327,0.1641791044776119,0.5620369911193848,0.0036638684105128,0.558373122708872,10,12
"there will be a dozen men sitting around the seaside table in about an hour, and planning to kill.","An hour from now, there's gonna be a dozen guys sitting around a redwood table planning a kill.",0.868534993567,0.0303030303030303,0.8146190643310547,0.0578024685382843,0.7568165957927704,19,18
"ladies and gentlemen, spit in your hands.","All right, ladies and gentlemen, it's pucker time.",0.62804392353,0.1764705882352941,0.9828673601150512,0.0108549389988183,0.9720124211162328,7,8
You guys all hate each other.,you hate yourself.,0.657518943782,0.3666666666666666,0.8692202568054199,0.0411307848989963,0.8280894719064236,6,3
"You don't like? No, it's not too bad if you like the smell of cheap beer and stale cum.",it's not bad if you like the smell of stale beer and dried carrots.,0.7953559575620001,0.2272727272727272,0.996189296245575,0.00287984800525,0.993309448240325,19,14
"he would surely find out soon enough, and he would surely be another thing to raise fears for him, because Honor might have been foolish enough to repeat it again in the future.","No doubt he'd find out soon enough, and, equally no doubt, it would be one more thing for him to worry that she might be crazy enough to repeat in the future.",0.846459727426,0.1067415730337078,0.8214671611785889,0.0223476104438304,0.7991195507347585,33,32
"Gross, huh?","strong, huh?",0.689141724375,0.0769230769230769,0.967348575592041,6.799066613893956e-05,0.967280584925902,2,2
Some men derive intense pleasure from inserting objects into the penis during arousal.,some men have intense pleasure from pushing objects into the bird during the excitement.,0.7402183373919999,0.0224719101123595,0.9977962970733644,0.0001788251247489,0.9976174719486156,13,14
Do you have any idea how many medals this son of a bitch won?,do you have any idea how many medals this guy got?,0.748282317375,0.1774193548387097,0.9994903802871704,3.8282301829895005e-05,0.9994520979853404,14,11
Your damn ego is so old!,your ego is old!,0.855681784895,0.32,0.9996576309204102,0.4663930535316467,0.5332645773887634,6,4
Your daddy dead.,your father died.,0.937563067866,0.0555555555555555,0.9808573722839355,0.0013192539336159,0.9795381183503196,3,3
"[141] I found this worst complicity among them: That even those who commanded, hypocrites feigning the virtues of those who serve.","And this hypocrisy found I worst amongst them, that even those who command feign the virtues of those who serve.",0.772361957332,0.1374045801526717,0.9250209331512452,0.1394677609205246,0.7855531722307206,21,20
They're gonna blame me for stabbing him!,they accuse me of stabbing him!,0.873491747763,0.2195121951219512,0.9482468366622924,0.0091384872794151,0.9391083493828772,7,6
Sooner or later we gonna get every damn one.,"sooner or later, we'll get everyone.",0.8463191772859999,0.1777777777777777,0.9861879944801332,6.779145041946322e-05,0.9861202030297136,9,6
"The instant I step-off, democracy in the Republic of Korea is dead. Dead.","from the moment I resigned, the democracy of the Republic of Korea is dead.",0.872014926011,0.0263157894736842,0.8476699590682983,0.0063505107536911,0.8413194483146073,13,14
"Jules, go black.",Jules is black.,0.885769235897,0.0588235294117647,0.9880902767181396,0.010083339177072,0.9780069375410676,3,3
"Chris, to express my love, I turn to the words of the only poet that blue collar, New England scumbags like me know:","Chris, to express my love, I turn to the only poet that a man with a blue collar, three from New England, like me, knows:",0.8943112707780001,0.040983606557377,0.9832705855369568,5.164206231711432e-05,0.9832189434746396,23,25
we have to kill the horse No!,The horses must be killed. -No!,0.724077417341,0.0625,0.9809407591819764,0.230563536286354,0.7503772228956225,7,6
"this is our only shot, man.","It's our only chance, man.",0.8195368861769999,0.0357142857142857,0.8647918701171875,6.146790838101879e-05,0.8647304022088065,6,5
I want to fucking hear him say it!,I want to hear it from him!,0.816459904533,0.2,0.9916754961013794,4.564530900097452e-05,0.9916298507923784,8,7
People are gonna die.,people will die.,0.938694177698,0.2272727272727272,0.9069666266441344,0.0160174053162336,0.8909492213279008,4,3
his only condition is that he answers to you and from any other piece of shit.,"His one stipulation is that he answers only to you and to no other ""blowhards.""",0.654787640779,0.0125,0.9995216131210328,0.0101419128477573,0.9893797002732756,16,15
"ready or not, beloved ass, let's go!","Ready or not, butt love here we COME!",0.798692117324,0.0263157894736842,0.999036192893982,0.0152262402698397,0.9838099526241424,7,8
you want to feel like kicking an infant?,You want to feel the baby kick?,0.853063030903,0.2195121951219512,0.941031277179718,0.0196631960570812,0.9213680811226368,8,7
"Paloma, I didn't give you my old camera to do anything stupid with her.","Paloma, I didn't give you my old camera to fool around.",0.876562395783,0.2222222222222222,0.9993202686309814,0.0098243989050388,0.9894958697259426,14,11
"I mean, I got my family, but they're kind of nuts.","I have a family here, but they're a little bit of a goner.",0.612413060291,0.135593220338983,0.9879437685012816,0.0218668412417173,0.9660769272595644,11,13
"Philip, where the hell have you been?","Jesus, Philip. Where the hell have you been?",0.893357935961,0.1555555555555555,0.8938118815422058,0.2190101891756057,0.6748016923666001,7,8
"And when he caught on, they killed him.","and as he did, he was killed.",0.721719064765,0.25,0.9762048125267028,0.002669584704563,0.9735352278221396,8,7
"no, it's useless.",There's no need to.,0.673370537236,0.1,0.8302696943283081,4.5231841795612127e-05,0.8302244624865125,3,4
"you know I could easily send the whole concrete thing to hell, but I didn't.","You know, I could have easily let the concrete go to hell, but I didn't.",0.7933069459090001,0.0519480519480519,0.8152907490730286,0.0254187360405921,0.7898720130324365,15,15
stupid animals,Bloody animals.,0.672784040266,0.0625,0.9996379613876344,0.3482598662376404,0.651378095149994,2,2
"Oh, crap. Quick, Dad, we gotta go home.","dad, hurry, we have to go home!",0.832202354571,0.2,0.995732843875885,9.118156594922766e-05,0.9956416623099358,8,7
he must be built like a bull.,He's probably built like a ox.,0.80436024516,0.032258064516129,0.6946746110916138,0.1222483739256858,0.572426237165928,7,6
Poses a very difficult Situation. I would love to beat my mother,I'd really like to beat my mom with her own game.,0.6866924047030001,0.2307692307692307,0.9942469596862792,0.0121618034318089,0.9820851562544702,12,11
"They'd rather pay 100,000 to any man who'll kill you.","he'd rather pay 100,000 to whoever killed you!",0.869782266887,0.1296296296296296,0.9910088181495668,0.2075334936380386,0.7834753245115281,10,8
she was a monster.,There was a creature in it.,0.7417218091269999,0.3214285714285714,0.998462438583374,7.823984924471006e-05,0.9983841987341292,4,6
It ain't fucking right.,it's not right at all.,0.6068209943639999,0.0416666666666666,0.9670193791389464,4.536800406640396e-05,0.96697401113488,4,5
His face was shiny with a sick sweat.,his face gleamed with a cold sweat.,0.680030395572,0.0526315789473684,0.5230152606964111,0.0003042434982489,0.5227110171981623,8,7
"he had regular appearances, but he said he had to quit because he would kill him.","He had some other recurring gig, but... he said he had to quit 'cause it was gonna kill him.",0.803903643538,0.1182795698924731,0.5336784720420837,0.0083694998174905,0.5253089722245933,16,19
"Yes, but the ticket is a loser.","yes, but the ticket is useless.",0.782484164381,0.0,0.9800435304641724,0.0225159805268049,0.9575275499373674,7,6
"You know, stress will kill you.",your stress is killing you.,0.785853236224,0.125,0.6836543083190918,0.0017174243694171,0.6819368839496747,6,5
"If I liked anybody, I would, but boys are nasty.","if anyone likes me, I'll say it, but the boys are scary.",0.7152326805,0.1403508771929824,0.9915426969528198,0.008387011475861,0.9831556854769588,10,12
How come you don't know a goddamn thing about your own culture?,how do you not know anything about your own culture?,0.903984341553,0.171875,0.9984472393989564,0.0012925779446959,0.9971546614542603,12,10
Our knifings and shootings are a longing for death.,our stab wounds are a desire for death.,0.700685506006,0.2307692307692307,0.9561333060264589,0.1986141353845596,0.7575191706418992,9,8
What a psycho.,psycho one.,0.792408968347,0.2,0.9993076324462892,0.0234319027513265,0.9758757296949628,3,2
Some fucking respect for your country.,a little respect for your country.,0.824588798853,0.1025641025641025,0.9991183876991272,0.0001136083810706,0.9990047793180566,6,6
You sure you're in a place to help me hit on women?,are you sure you're in the mood to help me pack women?,0.714007391384,0.0545454545454545,0.947546660900116,0.0020086707081645,0.9455379901919516,12,12
I'll show you crazy.,I'll show you something.,0.641669686236,0.16,0.9819300770759584,6.861431029392406e-05,0.9818614627656644,4,4
"The girls should lick their bedroom door and your wife should have a good, strong belt.","the girls should be weighed down, and a woman buys a strong ground.",0.640461425534,0.2272727272727272,0.9633289575576782,0.039965022355318,0.9233639352023604,16,13
"Who the hell do you think you are, buddy?",who do you think you are?,0.8054199066050001,0.3809523809523809,0.9927831888198853,0.0001240358396898,0.9926591529801956,9,6
I'm a dark and evil soul.,"I'm a dark, little dude.",0.665291494521,0.0384615384615384,0.8441249132156372,0.0014155497774481,0.8427093634381891,6,5
slaves are coming and my friends die!,"More slaves, more friends of mine gone!",0.642056915692,0.05,0.9981189370155334,0.0146394921466708,0.9834794448688626,7,7
Shit! I'm glad we saved a piece of this marsh.,we saved a piece of wetland.,0.708572358934,0.3829787234042553,0.9950548410415648,7.175836799433455e-05,0.9949830826735704,10,6
"If everything hinges on her,I'd be a fool to give up that hammer.","if everything depended on it, I'd be crazy if I gave her up.",0.712640723092,0.0757575757575757,0.9960901141166688,0.0053671663627028,0.990722947753966,13,13
I used to play in the back yard full of rubbish.,I've played in back yards that were filled with garbage.,0.694526868769,0.1403508771929824,0.9458860158920288,0.1834632605314254,0.7624227553606034,11,10
Fire whoever you want.,you're fired.,0.609753564159,0.391304347826087,0.8850090503692627,0.0001897800248116,0.8848192703444511,4,2
I'd be stupid to keep it that way.,I'd be nuts to keep this thing going.,0.6626021205179999,0.0789473684210526,0.9971811771392822,0.013247120194137,0.9839340569451452,8,8
And these two barbecue scumbags formed a lifelong friendship until their deaths at the ripe old age of 52 in separate ATV accidents.,"and these two grilling cunts created a lifelong friendship until their death at a ripe old age, at 52, in accidents on a four-wheel-drive.",0.861265633254,0.0431654676258992,0.9802355766296388,0.113569438457489,0.8666661381721498,23,24
"Okay, that's compounded by having crappy record labels, crappy productions, no management, no anything.","well, it gets worse by having a terrible label, a terrible production, no management, nothing.",0.7566129636210001,0.0865384615384615,0.9500110745429992,0.0008423416293226,0.9491687329136764,14,15
We're losers.,we're losing.,0.6644592879119999,0.0,0.9904698133468628,5.674458225257695e-05,0.9904130687646102,2,2
The emotion of motherhood as compared to others Shut up!,a parent's emotion is completely shut up about everyone else.,0.649641643589,0.0806451612903225,0.9974780678749084,0.0052867326885461,0.9921913351863624,10,10
"you could have snared in the crap, the eyes, the head and the front hooves, splashing around and grunting with bliss.","You could get your snout, eyes, head and front hooves in that mess of muck and have a fine old time splashing around.",0.7385438977240001,0.0,0.9785714745521544,0.0176823064684867,0.9608891680836678,21,23
"Vaughn, you're crazy!","Vaughn, you're not sick!",0.7494209962180001,0.12,0.9995099306106568,0.0002387676649959,0.999271162945661,3,4
I told them to order a kidnapping yourself.,It was I who told them to have you kidnap yourself.,0.7493903834219999,0.1538461538461538,0.8170773386955261,0.0577360466122627,0.7593412920832634,8,11
In-ground pool and bitches in the hot tub.,it's a swimming pool and a woman's hot tub.,0.6941186297600002,0.0227272727272727,0.9980250597000122,0.0009829298360273,0.9970421298639848,8,9
I can cum to your soup!,I can sit in your soup!,0.641682130924,0.0,0.998323380947113,0.0016058878973126,0.9967174930498004,6,6
and you... you stay alive... or I die.,You stay alive. Or I'll be dead. Now we must go.,0.789834226998,0.2040816326530612,0.980748414993286,0.0126743437722325,0.9680740712210536,8,11
Cut him off!,he interrupted him!,0.7046096625030001,0.35,0.9929606318473816,8.001395326573402e-05,0.992880617894116,3,3
"Shoot, he's killed more people than you all probably ever met.",he killed probably more people than you ever met.,0.8758076610619999,0.2063492063492063,0.9944895505905152,0.0401513539254665,0.9543381966650488,11,9
You were faking for me? Are you mad?,she was pretending to be me?,0.6034121063100001,0.2162162162162162,0.9634989500045776,6.379665137501433e-05,0.9634351533532026,8,6
"Hey, Elliot, how the hell are you!","hey, Elliot, how are you doing?",0.7291533711079999,0.0857142857142857,0.9775541424751282,5.402267561294138e-05,0.9775001197995152,7,6
every other living thing... will die.,Every other living creature... would die.,0.8805869780700001,0.0952380952380952,0.9405083060264589,0.0080046225339174,0.9325036834925414,6,6
Your boobs are gorgeous!,you're beautiful.,0.6473192373650001,0.28,0.9899250268936156,0.0001456090976716,0.989779417795944,4,2
"Damn right I'm not on board, honey.","you're damn right, baby.",0.658161840092,0.3055555555555556,0.9757615923881532,0.3413715958595276,0.6343899965286256,7,4
Now I got fuck knows how many guys out here with guns and they're thinking that I'm the bad guy.,now I don't know how many guys there are guys with guns who think I want them bad.,0.824749139709,0.1443298969072164,0.9779170751571656,0.0005659366725012,0.9773511384846644,20,18
I hope to take a life that you Mandresti.,I hope you live the life you're proud of.,0.7100518510670001,0.0,0.9922953844070436,0.0001624111755518,0.9921329732314916,9,9
to be chained and whipped.,To being chained up and whipped.,0.893051881026,0.1818181818181818,0.746509850025177,0.0022073844447731,0.7443024655804039,5,6
They'd make me a partner just for walking in the damn door.,they'll make me a partner just as I walk through their door.,0.758279684342,0.0163934426229508,0.997886836528778,5.852268805028871e-05,0.9978283138407276,12,12
you're a leopard.,You're a leopard!,0.916669278028,0.0,0.9275691509246826,0.0261958874762058,0.9013732634484768,3,3
"if you go around VillageJava, you would have stabbed me with herbal tea.","If you go by VillageJava, an herbal tea would be great.",0.7589303600489999,0.2328767123287671,0.9767083525657654,3.999246473540552e-05,0.97666836010103,13,11
never mind who is a loser and who is really good.,They never know who's a windbag and who's got the goods.,0.621899088749,0.1228070175438596,0.9705575108528136,0.0082348752766847,0.962322635576129,11,11
"Even if you kill us all, it's over!""","even if you killed us, you lost! """,0.6979800223639999,0.054054054054054,0.9865466356277466,0.028341295197606,0.9582053404301406,8,8
Chinese burn!,Chinese torture!,0.601956977815,0.1764705882352941,0.994200587272644,0.2935243248939514,0.7006762623786926,2,2
Put your damn shirt down and get in.,take your shirt off and get in.,0.836172376265,0.1351351351351351,0.9995656609535216,0.0006669608992524,0.9988987000542692,8,7
Mm. You know that this is gonna hurt like a son of a bitch?,you know this is going to hurt like a cow?,0.72133696253,0.2833333333333333,0.9988467693328856,0.0139565374702215,0.984890231862664,14,10
"Kable, what the hell are you doing?","Kable, what are you doing?",0.940332437019,0.25,0.9873170256614684,4.7964174882508814e-05,0.987269061486586,7,5
"if I catch you one more time, you'll fly out of here.","I catch you doin' it one time, and you're out.",0.625660996628,0.1296296296296296,0.5178887844085693,0.0004197279049549,0.5174690565036144,12,10
You have any idea what the hell's going on with your partner?,any idea what's going on with your partner?,0.911400700087,0.2903225806451613,0.9441633224487304,4.101209560758434e-05,0.9441223103531228,12,8
"Why, I keep the hypocritic oath better than any of them!""","after all, I keep my hype oath better than they all do! """,0.633336219806,0.0,0.7285528182983398,6.384873995557427e-05,0.7284889695583843,11,13
"either my eyes deceive me, or you die pale.","Either my eyesight fails, or thou look’s pale.",0.728074233178,0.0638297872340425,0.9628097414970398,0.0020174644887447,0.9607922770082952,9,8
"""No shit,"" said Shadow.","""you're not thinking,"" said Shadow.",0.821689530177,0.3333333333333333,0.9955358505249025,0.0007063654484227,0.9948294850764796,4,5
angry monkeys.,Angry monkez.,0.730646787466,0.0666666666666666,0.9679637551307678,0.0152820805087685,0.9526816746219994,2,2
"Would either of you like to comment on the fact that it's fucking raining out, February in the Arctic?",does any of you want to comment on the fact that it's raining outside? February in the Arctic.,0.86612471498,0.0776699029126213,0.9550783634185792,4.941774022881873e-05,0.9550289456783504,19,18
I knew from the outset that the whole idea with the Predictor was probably silly.,I knew from the beginning that this Predictor idea was probably futile.,0.807464596558,0.1219512195121951,0.7875512838363647,0.0003863040183205,0.7871649798180442,15,12
"You're enjoying yourself here. You're like God Almighty here. You, a hypocritical louse, decide who is to live and who is to die.","you're savvy here, you're a czar and God, you, liposuction pus, you decide who's supposed to live and who's supposed to die.",0.756187495237,0.0384615384615384,0.998238444328308,0.0115157458931207,0.9867226984351872,23,22
"Morning, losers.","morning, messenger.",0.685336934097,0.15,0.9987873435020448,5.18913620908279e-05,0.998735452139954,2,2
a stupid job that would have taken me two weeks.,It was a mindless task that would take two weeks to complete.,0.7637328489470001,0.2096774193548387,0.999677300453186,7.197473314590752e-05,0.99960532572004,10,12
Three more Sisters killed by those monsters!,the other three Sisters killed by the beasts!,0.890533474636,0.0217391304347826,0.9530757665634156,0.0008126352913677,0.952263131272048,7,8
Fuck! The birds.,the birds.,0.8262276973029999,0.3529411764705882,0.9996521472930908,8.641184103908017e-05,0.9995657354520516,3,2
'rubbish! 'Said Alice loudly.,'Stuff and nonsense!' said Alice loudly.,0.7711417094159999,0.2682926829268293,0.9983141422271729,0.0819088146090507,0.916405327618122,4,6
the Colombians wouldn't let their boss hang around and this girl naked on the floor.,If the Colombians did all this... why did they leave their boss Ramon hanging ten... and his girlfriend naked on the floor?,0.693379935218,0.314516129032258,0.9787035584449768,0.1547790616750717,0.8239244967699051,15,22
then he covered her with her own body so that each bullet would hit him first.,He covered her with his body so that any bullet would reach him first.,0.909072710131,0.1012658227848101,0.9251628518104552,0.1176033392548561,0.8075595125555991,16,14
"we can put him on the wall, cut holes in his eyes for spying, or sell it for a package we'll keep.","We can hang it on our wall, cut eyeholes in it to spy on people. Or sell it for lots of money which we keep.",0.6814076837080001,0.091743119266055,0.9688915610313416,0.0012084484333172,0.9676831125980244,22,25
Now shut up and listen! - Get off!,be quiet and listen.,0.7604407627770001,0.4,0.9991037249565125,0.0001159570310846,0.998987767925428,8,4
the usurper is probably crushed to powder.,"The usurper had them smashed to powder, I expect.",0.74737080005,0.14,0.9652553796768188,0.0152328042313456,0.9500225754454732,7,9
"The prince was achingly thin, and bearded like a roadsider doomcrier; the parts of his skin that showed through the miserable sacking were covered with red sores.","the prince was horribly thin, overgrown, like a street screamer, and the bits of skin that shone through the ragged rags were covered with red sores.",0.7895810814569999,0.0797546012269938,0.7169516086578369,0.1046283096075058,0.6123232990503311,27,26
"Well, there's a pedophile up the street","well, there's a paedophile in the street.",0.680539314497,0.0476190476190476,0.8090662360191345,0.1168645173311233,0.6922017186880112,7,7
"We are facing a horde of ginger maniacs with wild goats nesting in their huge orange beards, or to put it into another way: the scots.","we are faced with a horde of ginger-like manicures...... with wild goats that are baked in their huge orange whiskers...... or, if you wish to say it differently: The Scots.",0.771357726011,0.2241379310344827,0.9778242111206056,0.0061007938347756,0.97172341728583,26,30
did you look at the Loser and the findings?,Did you check The Lost and Found?,0.681401576977,0.2272727272727272,0.8404878377914429,4.499745773500763e-05,0.8404428403337079,9,7
Thank that idiot rifleman of mine.,thank my great-luck shooter.,0.630219542184,0.1714285714285714,0.9997132420539856,0.0014225431950762,0.9982906988589094,6,4
I don't fucking know.,I don't really know.,0.899752679279,0.0454545454545454,0.9130374193191528,5.584055179497227e-05,0.912981578767358,4,4
stop sucking.,Stop squirming!,0.719122024181,0.125,0.9936425685882568,0.0028197956271469,0.99082277296111,2,2
"I'm short two grand to close this deal and I'm heading back to Tyler right now, there's a Western Union up there.And... shit I sure hope you get this message.","I'm short of two grand to close the shop, and I'm heading back to Tyler right now, there's a Western Union branch there.",0.7338484861579999,0.2389937106918239,0.9890194535255432,3.650477810879238e-05,0.9889829487474344,30,23
"Momo, balls please.","Momo, marbles please.",0.644665703062,0.0909090909090909,0.996100902557373,0.0002032877528108,0.9958976148045624,3,3
"""AIN'T it gay?"" said Joe.","""isn't that great?"" Said Joe.",0.8327092482999999,0.1333333333333333,0.9715911149978638,4.311663724365644e-05,0.97154799836062,5,5
he could have killed us.,Could've killed us.,0.932709388263,0.2,0.7001022696495056,0.0697534009814262,0.6303488686680794,5,3
it hurts when I'm hitting you.,It breaks my heart to hit you.,0.616754196992,0.0,0.9440522193908693,0.0007682742434553,0.943283945147414,6,7
Blew the damn pockets off my jeans.,it ripped my pants pocket.,0.738404963369,0.25,0.99425208568573,0.0002051332121482,0.9940469524735818,7,5
"Hey, I got balls for days, pally.",I have scurvy for days.,0.761326543155,0.2941176470588235,0.9833584427833556,0.0005403931136243,0.9828180496697312,7,5
Your sister are as crazy about having you there.,your sister would want you there.,0.689219044999,0.3061224489795918,0.9785916805267334,0.0001241570280399,0.9784675234986936,9,6
I'd probably be dead in a sewer.,I'd probably be lying dead in a gutter somewhere.,0.803655092954,0.34,0.9487073421478271,0.151196077466011,0.7975112646818161,7,9
I'm gonna kidnap the president of the United States.,I'll take the President of the United States of America,0.657932537578,0.0535714285714285,0.9822851419448853,6.485253834398463e-05,0.9822202894065412,9,10
he'll die eventually.,He definitely dies.,0.643868114595,0.0909090909090909,0.8157616853713989,0.0082069374620914,0.8075547479093075,3,3
"It's not worth your life, you idiot!",it's not worth your life!,0.787266549825,0.2972972972972973,0.9996882677078248,0.0001437147875549,0.99954455292027,7,5
"Sounds like old Ben's got himself in a real shitstorm this time, and he's dragged you right in there with him.","it looks like old-time Ben was digging into a real mess this time, and he brought you in.",0.640848599512,0.1891891891891892,0.9428449869155884,9.109640814131126e-05,0.9427538905074472,21,18
"tell me where you were, so I could tie you up!","Tell where you've been, so I can untie you!",0.741209851545,0.0638297872340425,0.6009438037872314,0.0010040149791166,0.5999397888081148,11,9
When they heard that they broke their asses to get here.,"when they heard it, they might have gotten out.",0.655850808766,0.1578947368421052,0.9953333735466005,5.800103826913983e-05,0.9952753725083312,11,9
"if you hadn't started with the stupid school, it wouldn't have happened.","If you hadn't started this school, this wouldn't have happened.",0.8443501897399999,0.1232876712328767,0.9996949434280396,5.816488555865362e-05,0.9996367785424808,12,10
"but they want to kill you, so we're stepping on their heels.","But they're trying to kill you, means we're getting to them.",0.684107332683,0.0,0.992448091506958,0.2871011793613434,0.7053469121456146,12,11
"Hey, look at this big fucking gun.","hey, watch that huge gun.",0.848968388364,0.2571428571428571,0.9992326498031616,0.0114818280562758,0.9877508217468858,7,5
I should become forting you.,I should be comforting you.,0.608726548969,0.0344827586206896,0.6696078777313232,6.212676089489833e-05,0.6695457509704283,5,5
"Holy crap, I'm really gonna do this, huh?","oh, my goodness, I'll do it, right?",0.659920443063,0.1428571428571428,0.9637601375579834,4.541609814623371e-05,0.9637147214598372,8,7
"that's great, because his thumb at my left hand is on my left nipple, and my wallet is on the right side, so it fits.","'Cause his little left thumbis over my left lactatin' spot... and I carry my purse on my right side, so I'm good to go.",0.6951960590620001,0.0166666666666666,0.7291540503501892,0.0026345590595155,0.7265194912906737,25,24
Why does this suck so much?,why is it so boring here?,0.663511841533,0.0714285714285714,0.9721017479896544,9.262617095373572e-05,0.9720091218187008,6,6
and I'm proud like a pig you've done what you've done.,I'm proud as hell you've done what you've done.,0.84983202787,0.1272727272727272,0.988672137260437,0.0019817566499114,0.9866903806105256,11,9
"it's over, he's nuts.","That's it, he's mad.",0.8188176394519999,0.0454545454545454,0.997746765613556,0.0186455883085727,0.9791011773049834,4,4
"I mean, sorry, buddy. Nobody wants your dead wife's lipstick,","I mean, I'm sorry, but no one wants the lipstick on his dead wife.",0.901464370792,0.0746268656716417,0.9344757795333862,0.0019831322133541,0.932492647320032,10,14
"guys, I don't want to be complacent, but our only customer is the dork who's still paying Justin to wash his van.","Guys. Not to be a nay-sayer or anything, but the only customer we've had is that weird guy who keeps paying Justin to wash his truck.",0.69704475412,0.1492537313432835,0.9526669383049012,0.0002054087963188,0.9524615295085824,22,26
"You don't think he's nuts, do you?",you don't think he's crazy?,0.895817257852,0.2,0.936675786972046,0.0065441355109214,0.9301316514611246,7,5
I had to buy medicine for the baby. You insane?!,I had to buy medicine for the baby.,0.7680060248299999,0.2653061224489796,0.9646310210227966,9.320972458226606e-05,0.9645378112982144,10,8
"There was one man, scumbag, Obadiah Price.","there was a shout-out, Obadiah Price.",0.691727101005,0.1162790697674418,0.999414563179016,5.3293973905965686e-05,0.99936126920511,7,6
He just sat there and he let someone slit his throat?,he just sat there and let someone cut him?,0.764835588597,0.2037037037037037,0.9934066534042358,0.0059360838495194,0.9874705695547163,11,9
"in hospitals, laxatives are a damn agent.","In a hospital a laxative is a ""prokinetic agent"".",0.754204717476,0.16,0.992750644683838,0.000621233775746,0.992129410908092,7,9
